"";"idPartida";"id";"jogador";"equipe";"tipo";"tempo";"quarto";"placar";"posX";"posY";"msg";"X"
"417047";20351;94;78;3;"A2E";"02:22";1;"11 x 17";67.5;84;"G. Giovannoni erra tentativa para dois pontos. (1/3 - 33.3% - Equipe: 3/13 - 23.1%)";NA
"417048";20351;93;78;3;"RED";"02:30";1;"11 x 17";NA;NA;"G. Giovannoni pega rebote defensivo. (3 rebote(s) - Equipe: 12 rebote(s))";NA
"417052";20351;89;78;3;"A2C";"02:52";1;"11 x 17";56.5;149;"G. Giovannoni acerta arremesso de dois pontos. (1/2 - 50.0% - Equipe: 3/12 - 25.0%)";NA
"417058";20351;83;78;3;"LLC";"02:57";1;"11 x 15";NA;NA;"G. Giovannoni acerta o lance livre. (2/2 - 100.0% - Equipe: 2/2 - 100.0%)";NA
"417059";20351;82;78;3;"LLC";"02:57";1;"11 x 14";NA;NA;"G. Giovannoni acerta o lance livre. (1/1 - 100.0% - Equipe: 1/1 - 100.0%)";NA
"417064";20351;77;78;3;"FAR";"02:57";1;"11 x 13";NA;NA;"G. Giovannoni sofre falta. ";NA
"NA.17995";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"417084";20351;57;78;3;"ASS";"04:27";1;"6 x 10";NA;NA;"Assistência do G. Giovannoni (2 assistência(s) - Equipe: 4 assistência(s))";NA
"417105";20351;36;78;3;"A2E";"06:32";1;"4 x 7";98.5;71;"G. Giovannoni erra tentativa para dois pontos. (0/1 - 0.0% - Equipe: 2/6 - 33.3%)";NA
"417106";20351;35;78;3;"RED";"06:43";1;"4 x 7";NA;NA;"G. Giovannoni pega rebote defensivo. (2 rebote(s) - Equipe: 5 rebote(s))";NA
"417113";20351;28;78;3;"ASS";"07:40";1;"4 x 2";NA;NA;"Assistência do G. Giovannoni (1 assistência(s) - Equipe: 1 assistência(s))";NA
"417114";20351;27;78;3;"REO";"07:49";1;"4 x 2";NA;NA;"G. Giovannoni pega rebote ofensivo. (1 rebote(s) - Equipe: 3 rebote(s))";NA
"417132";20351;9;78;3;"SBE";"10:00";1;"0 x 0";NA;NA;"Entra G. Giovannoni ";NA
"NA.17996";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17997";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17999";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18000";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18001";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18002";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18003";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18004";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18005";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18007";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18008";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18009";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18010";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18011";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18012";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18013";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18016";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18018";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18020";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18021";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18024";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18025";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18026";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18027";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18028";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18029";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18030";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18031";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18032";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18033";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18034";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18035";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18036";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18037";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18038";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18039";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18040";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18041";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18042";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18043";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18044";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18045";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18046";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18047";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18048";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18049";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18051";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18052";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18053";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18054";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18055";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18056";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18057";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18058";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18059";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18060";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18061";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18062";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18063";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18064";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18065";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18066";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18067";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18068";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18069";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18070";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18071";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18072";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18073";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18074";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18075";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18076";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18077";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18078";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18079";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18080";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18081";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18082";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18083";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18084";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18085";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18086";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18087";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18088";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18089";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18090";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18091";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18092";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18093";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18094";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18095";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18096";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18097";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18098";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18099";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18101";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18102";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18103";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18104";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18105";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18106";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18107";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18109";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18110";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18111";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18112";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18113";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18114";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18115";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18116";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18117";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18118";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18119";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18122";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18123";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18124";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18125";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18126";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18127";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18128";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420062";20358;548;78;3;"A3E";"02:04";4;"88 x 81";342.5;30;"G. Giovannoni erra tentativa para três pontos. (2/5 - 40.0% - Equipe: 11/22 - 50.0%)";NA
"NA.18129";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420089";20358;521;78;3;"A2E";"03:46";4;"82 x 79";355.5;116;"G. Giovannoni erra tentativa para dois pontos. (3/11 - 27.3% - Equipe: 15/32 - 46.9%)";NA
"NA.18130";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420105";20358;505;78;3;"ASS";"05:07";4;"80 x 74";NA;NA;"Assistência do G. Giovannoni (2 assistência(s) - Equipe: 15 assistência(s))";NA
"420106";20358;504;78;3;"RED";"05:13";4;"80 x 74";NA;NA;"G. Giovannoni pega rebote defensivo. (6 rebote(s) - Equipe: 30 rebote(s))";NA
"NA.18131";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420118";20358;492;78;3;"ERR";"06:00";4;"80 x 71";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"420123";20358;487;78;3;"LLC";"06:32";4;"80 x 71";NA;NA;"G. Giovannoni acerta o lance livre. (6/6 - 100.0% - Equipe: 16/19 - 84.2%)";NA
"420124";20358;486;78;3;"LLC";"06:32";4;"80 x 70";NA;NA;"G. Giovannoni acerta o lance livre. (5/5 - 100.0% - Equipe: 15/18 - 83.3%)";NA
"420125";20358;485;78;3;"FAR";"06:32";4;"80 x 69";NA;NA;"G. Giovannoni sofre falta. ";NA
"NA.18132";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18133";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420138";20358;472;78;3;"A3E";"07:42";4;"78 x 69";303.5;66;"G. Giovannoni erra tentativa para três pontos. (2/4 - 50.0% - Equipe: 9/16 - 56.3%)";NA
"NA.18134";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420151";20358;459;78;3;"LLC";"09:16";4;"73 x 66";NA;NA;"G. Giovannoni acerta o lance livre. (4/4 - 100.0% - Equipe: 14/17 - 82.4%)";NA
"420152";20358;458;78;3;"FAR";"09:16";4;"73 x 65";NA;NA;"G. Giovannoni sofre falta. ";NA
"420154";20358;456;78;3;"A3C";"09:16";4;"73 x 65";327.5;211;"É de três! G. Giovannoni acerta arremesso de três pontos. (2/3 - 66.7% - Equipe: 8/14 - 57.1%)";NA
"NA.18135";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420174";20358;416;78;3;"ASS";"00:36";3;"71 x 60";NA;NA;"Assistência do G. Giovannoni (1 assistência(s) - Equipe: 11 assistência(s))";NA
"NA.18136";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420199";20358;391;78;3;"A2E";"02:14";3;"69 x 56";392.5;115;"G. Giovannoni erra tentativa para dois pontos. (3/10 - 30.0% - Equipe: 12/27 - 44.4%)";NA
"420204";20358;386;78;3;"RED";"02:57";3;"69 x 54";NA;NA;"G. Giovannoni pega rebote defensivo. (5 rebote(s) - Equipe: 23 rebote(s))";NA
"420213";20358;377;78;3;"A2E";"03:33";3;"66 x 54";386.5;110;"G. Giovannoni erra tentativa para dois pontos. (3/9 - 33.3% - Equipe: 11/25 - 44.0%)";NA
"NA.18137";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420234";20358;356;78;3;"ERR";"04:53";3;"63 x 54";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"420263";20358;327;78;3;"FAR";"07:25";3;"56 x 49";NA;NA;"G. Giovannoni sofre falta. ";NA
"420271";20358;319;78;3;"RED";"08:09";3;"56 x 49";NA;NA;"G. Giovannoni pega rebote defensivo. (4 rebote(s) - Equipe: 19 rebote(s))";NA
"NA.18138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420299";20358;271;78;3;"SBE";"00:21";2;"51 x 44";NA;NA;"Entra G. Giovannoni ";NA
"420324";20358;246;78;3;"SBS";"01:45";2;"47 x 37";NA;NA;"Sai G. Giovannoni ";NA
"420330";20358;240;78;3;"A2E";"01:50";2;"47 x 37";63.5;78;"G. Giovannoni erra tentativa para dois pontos. (3/8 - 37.5% - Equipe: 9/19 - 47.4%)";NA
"420331";20358;239;78;3;"RED";"01:56";2;"47 x 37";NA;NA;"G. Giovannoni pega rebote defensivo. (3 rebote(s) - Equipe: 16 rebote(s))";NA
"420343";20358;227;78;3;"ERR";"02:40";2;"45 x 35";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"NA.18139";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420347";20358;223;78;3;"ERR";"03:03";2;"43 x 35";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"420362";20358;208;78;3;"LLC";"04:20";2;"37 x 31";NA;NA;"G. Giovannoni acerta o lance livre. (3/3 - 100.0% - Equipe: 6/7 - 85.7%)";NA
"420363";20358;207;78;3;"LLC";"04:20";2;"37 x 30";NA;NA;"G. Giovannoni acerta o lance livre. (2/2 - 100.0% - Equipe: 5/6 - 83.3%)";NA
"420364";20358;206;78;3;"FAR";"04:20";2;"37 x 29";NA;NA;"G. Giovannoni sofre falta. ";NA
"420366";20358;204;78;3;"RED";"04:26";2;"37 x 29";NA;NA;"G. Giovannoni pega rebote defensivo. (2 rebote(s) - Equipe: 15 rebote(s))";NA
"420391";20358;179;78;3;"FAR";"06:24";2;"35 x 24";NA;NA;"G. Giovannoni sofre falta. ";NA
"420401";20358;169;78;3;"A2C";"07:25";2;"33 x 24";65.5;138;"G. Giovannoni acerta arremesso de dois pontos. (3/7 - 42.9% - Equipe: 7/15 - 46.7%)";NA
"NA.18140";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420408";20358;162;78;3;"A2C";"08:00";2;"33 x 22";42.5;156;"G. Giovannoni acerta arremesso de dois pontos. (2/6 - 33.3% - Equipe: 6/14 - 42.9%)";NA
"420429";20358;141;78;3;"A3C";"09:45";2;"31 x 17";150.5;196;"É de três! G. Giovannoni acerta arremesso de três pontos. (1/2 - 50.0% - Equipe: 2/5 - 40.0%)";NA
"NA.18141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18142";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420438";20358;112;78;3;"FAC";"00:35";1;"31 x 12";NA;NA;"G. Giovannoni comete falta. (2 falta(s) - Equipe: 4 falta(s))";NA
"420446";20358;104;78;3;"FAT";"01:02";1;"27 x 12";NA;NA;"G. Giovannoni comete falta técnica. (1 falta(s) - Equipe: 3 falta(s))";NA
"420448";20358;102;78;3;"ERR";"01:02";1;"27 x 12";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"420468";20358;82;78;3;"LLC";"02:57";1;"19 x 8";NA;NA;"G. Giovannoni acerta o lance livre. (1/1 - 100.0% - Equipe: 1/1 - 100.0%)";NA
"420469";20358;81;78;3;"FAR";"02:57";1;"19 x 7";NA;NA;"G. Giovannoni sofre falta. ";NA
"420471";20358;79;78;3;"A2C";"03:00";1;"19 x 7";61.5;184;"G. Giovannoni acerta arremesso de dois pontos. (1/5 - 20.0% - Equipe: 2/9 - 22.2%)";NA
"420474";20358;76;78;3;"A2E";"03:28";1;"16 x 5";90.5;130;"G. Giovannoni erra tentativa para dois pontos. (0/4 - 0.0% - Equipe: 1/8 - 12.5%)";NA
"NA.18143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420478";20358;72;78;3;"A2E";"04:02";1;"16 x 5";64.5;196;"G. Giovannoni erra tentativa para dois pontos. (0/3 - 0.0% - Equipe: 1/7 - 14.3%)";NA
"NA.18144";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420482";20358;68;78;3;"FAR";"04:16";1;"16 x 5";NA;NA;"G. Giovannoni sofre falta. ";NA
"NA.18145";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420487";20358;63;78;3;"A2E";"04:24";1;"16 x 5";76.5;132;"G. Giovannoni erra tentativa para dois pontos. (0/2 - 0.0% - Equipe: 1/6 - 16.7%)";NA
"420488";20358;62;78;3;"REO";"04:28";1;"16 x 5";NA;NA;"G. Giovannoni pega rebote ofensivo. (1 rebote(s) - Equipe: 4 rebote(s))";NA
"420496";20358;54;78;3;"A3E";"05:08";1;"13 x 3";169.5;123;"G. Giovannoni erra tentativa para três pontos. (0/1 - 0.0% - Equipe: 1/4 - 25.0%)";NA
"NA.18146";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18147";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"420521";20358;29;78;3;"A2E";"07:22";1;"5 x 3";65.5;87;"G. Giovannoni erra tentativa para dois pontos. (0/1 - 0.0% - Equipe: 0/2 - 0.0%)";NA
"420533";20358;17;78;3;"ERR";"08:45";1;"0 x 3";NA;NA;"G. Giovannoni perde posse de bola. ";NA
"420541";20358;9;78;3;"SBE";"10:00";1;"0 x 0";NA;NA;"Entra G. Giovannoni ";NA
"NA.18148";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18149";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18150";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18151";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18152";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18153";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18154";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18155";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18156";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18157";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18158";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18159";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18160";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18161";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18162";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18163";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18164";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18165";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18166";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18167";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18168";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18169";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18170";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18172";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18173";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18174";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18176";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18177";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18178";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18180";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18182";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18185";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18186";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18187";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18189";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18190";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18191";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18192";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18193";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18194";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18195";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18196";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18197";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18199";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18201";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18202";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18203";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18204";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18205";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18207";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
